,AGREEMENT_RK,ID_CLIENT,TARGET,ID,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,REG_ADDRESS_PROVINCE,FACT_ADDRESS_PROVINCE,POSTAL_ADDRESS_PROVINCE,FL_PRESENCE_FL,OWN_AUTO,FAMILY_INCOME,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
10073,66532591,106814243,0,106814243,44,1,Среднее,Вдовец/Вдова,1,0,1,0,Читинская область,Читинская область,Читинская область,1,0,от 10000 до 20000 руб.,8000.0,2,2
10074,66532606,106814244,0,106814244,45,1,Среднее,Разведен(а),0,1,1,0,Приморский край,Приморский край,Приморский край,0,0,от 10000 до 20000 руб.,9000.0,1,1
10075,66532779,106814245,0,106814245,34,1,Высшее,Состою в браке,2,2,1,0,Иркутская область,Иркутская область,Иркутская область,1,0,от 10000 до 20000 руб.,11000.0,2,2
10076,66532779,106814245,0,106814245,34,1,Высшее,Состою в браке,2,2,1,0,Иркутская область,Иркутская область,Иркутская область,1,0,от 10000 до 20000 руб.,11000.0,2,2
10077,66532793,106814246,0,106814246,39,1,Высшее,Разведен(а),2,2,1,0,Воронежская область,Воронежская область,Воронежская область,0,0,от 10000 до 20000 руб.,15000.0,2,2
10078,66532848,106814247,0,106814247,42,0,Среднее,Состою в браке,3,2,1,0,Красноярский край,Красноярский край,Красноярский край,0,1,от 20000 до 50000 руб.,15000.0,2,2
10079,66533314,106814248,0,106814248,55,1,Среднее,Состою в браке,4,0,0,1,Мордовская республика,Мордовская республика,Мордовская республика,0,0,от 10000 до 20000 руб.,8000.0,2,2
10080,66533416,106814249,1,106814249,50,1,Среднее,Состою в браке,0,0,1,0,Новосибирская область,Новосибирская область,Новосибирская область,0,0,от 20000 до 50000 руб.,10000.0,2,2
10081,66533652,106814250,0,106814250,40,1,Среднее,Не состоял в браке,1,1,1,0,Еврейская АО,Еврейская АО,Еврейская АО,0,0,от 5000 до 10000 руб.,6000.0,2,2
10082,66533843,106814251,0,106814251,59,0,Среднее специальное,Состою в браке,2,0,1,0,Чувашия,Чувашия,Чувашия,1,0,от 20000 до 50000 руб.,15000.0,2,2
10083,66533847,106814252,0,106814252,37,1,Среднее специальное,Состою в браке,1,0,1,0,Коми,Коми,Коми,1,0,от 20000 до 50000 руб.,15000.0,2,2
10084,66533884,106814253,0,106814253,48,0,Среднее,Состою в браке,0,0,1,0,Смоленская область,Смоленская область,Смоленская область,0,0,от 5000 до 10000 руб.,7000.0,2,2
10085,66534226,106814254,0,106814254,31,1,Среднее,Состою в браке,1,1,1,0,Саратовская область,Саратовская область,Саратовская область,0,0,от 10000 до 20000 руб.,4300.0,2,2
10086,66534478,106814255,0,106814255,28,0,Среднее специальное,Не состоял в браке,0,0,1,0,Еврейская АО,Еврейская АО,Еврейская АО,0,0,от 20000 до 50000 руб.,30000.0,2,2
10087,66534499,106814256,0,106814256,26,0,Высшее,Состою в браке,0,0,1,0,Адыгея,Адыгея,Адыгея,1,1,от 10000 до 20000 руб.,10000.0,5,5
10088,66534703,106814257,0,106814257,38,1,Неоконченное высшее,Не состоял в браке,1,1,1,0,Алтайский край,Алтайский край,Алтайский край,0,0,от 10000 до 20000 руб.,11000.0,2,2
10089,66535562,106814258,0,106814258,29,0,Неоконченное высшее,Состою в браке,1,1,1,0,Чувашия,Чувашия,Чувашия,0,0,от 10000 до 20000 руб.,11500.0,2,2
10090,66535697,106814259,1,106814259,40,1,Среднее,Разведен(а),2,2,1,0,Читинская область,Читинская область,Читинская область,0,0,от 10000 до 20000 руб.,20000.0,3,3
10091,66536171,106814260,1,106814260,32,1,Среднее,Состою в браке,1,1,1,0,Марийская республика,Марийская республика,Марийская республика,0,0,от 20000 до 50000 руб.,10000.0,2,2
10092,66536210,106814261,0,106814261,58,1,Высшее,Состою в браке,2,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,свыше 50000 руб.,30000.0,2,2
10093,66536317,106814262,0,106814262,39,1,Среднее,Не состоял в браке,1,1,1,0,Приморский край,Приморский край,Приморский край,1,0,от 10000 до 20000 руб.,16000.0,2,2
10094,66536350,106814263,0,106814263,44,1,Среднее,Состою в браке,2,2,1,0,Алтайский край,Алтайский край,Алтайский край,1,0,от 10000 до 20000 руб.,7000.0,2,2
10095,66536439,106814264,0,106814264,61,0,Высшее,Состою в браке,2,0,1,0,Ярославская область,Ярославская область,Ярославская область,0,0,от 20000 до 50000 руб.,20000.0,2,2
10096,66536517,106814265,0,106814265,62,0,Среднее,Состою в браке,2,0,1,1,Кемеровская область,Кемеровская область,Кемеровская область,1,0,от 10000 до 20000 руб.,15000.0,5,5
10097,66536598,106814266,1,106814266,27,1,Среднее,Состою в браке,1,1,1,0,Приморский край,Приморский край,Приморский край,0,0,от 20000 до 50000 руб.,17000.0,2,2
10098,66536979,106814267,0,106814267,50,1,Неполное среднее,Не состоял в браке,1,0,0,1,Белгородская область,Белгородская область,Белгородская область,0,0,от 5000 до 10000 руб.,8000.0,3,3
10099,66537180,106814268,0,106814268,37,1,Среднее специальное,Состою в браке,1,0,1,0,Воронежская область,Воронежская область,Воронежская область,0,0,от 10000 до 20000 руб.,4200.0,4,4
10100,66537349,106814269,0,106814269,48,1,Среднее,Состою в браке,2,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,от 20000 до 50000 руб.,12000.0,2,2
10101,66537513,106814270,0,106814270,35,0,Среднее,Состою в браке,1,1,1,0,Рязанская область,Рязанская область,Рязанская область,0,0,от 10000 до 20000 руб.,12000.0,3,3
10102,66537516,106814271,0,106814271,53,1,Высшее,Не состоял в браке,1,0,1,0,Рязанская область,Рязанская область,Рязанская область,1,0,от 10000 до 20000 руб.,8000.0,3,3
10103,66537928,106814272,0,106814272,64,1,Высшее,Не состоял в браке,2,0,1,1,Иркутская область,Иркутская область,Иркутская область,1,0,от 10000 до 20000 руб.,15000.0,2,2
10104,66537928,106814272,0,106814272,64,1,Высшее,Не состоял в браке,2,0,1,1,Иркутская область,Иркутская область,Иркутская область,1,0,от 10000 до 20000 руб.,15000.0,2,2
10105,66537978,106814273,0,106814273,58,1,Среднее,Состою в браке,1,0,1,0,Тверская область,Тверская область,Тверская область,1,0,от 10000 до 20000 руб.,10000.0,2,2
10106,66537982,106814274,0,106814274,35,0,Высшее,Состою в браке,1,1,1,0,Башкирия,Башкирия,Башкирия,0,1,от 10000 до 20000 руб.,15000.0,2,2
10107,66538005,106814275,0,106814275,34,1,Среднее,Разведен(а),1,1,1,0,Ивановская область,Ивановская область,Ивановская область,0,0,от 10000 до 20000 руб.,8000.0,2,2
10108,66538277,106814276,0,106814276,62,1,Среднее,Не состоял в браке,0,0,0,1,Краснодарский край,Краснодарский край,Краснодарский край,1,0,от 5000 до 10000 руб.,5000.0,2,2
10109,66538303,106814277,1,106814277,28,0,Среднее,Состою в браке,1,1,1,0,Карелия,Карелия,Карелия,0,1,от 10000 до 20000 руб.,17000.0,4,4
10110,66580650,106814278,0,106814278,64,1,Среднее специальное,Вдовец/Вдова,3,0,1,1,Владимирская область,Владимирская область,Владимирская область,1,0,от 10000 до 20000 руб.,9000.0,2,2
10111,66580650,106814278,0,106814278,64,1,Среднее специальное,Вдовец/Вдова,3,0,1,1,Владимирская область,Владимирская область,Владимирская область,1,0,от 10000 до 20000 руб.,9000.0,2,2
10112,66580713,106814279,0,106814279,38,1,Среднее,Состою в браке,2,2,1,0,Бурятия,Бурятия,Бурятия,1,0,от 10000 до 20000 руб.,7500.0,2,1
10113,66580714,106814280,0,106814280,32,0,Среднее,Состою в браке,2,2,1,0,Калужская область,Калужская область,Калужская область,1,0,от 20000 до 50000 руб.,20000.0,2,2
10114,66581067,106814281,0,106814281,58,0,Среднее,Не состоял в браке,0,0,0,1,Пензенская область,Пензенская область,Пензенская область,0,0,от 10000 до 20000 руб.,4500.0,4,4
10115,66581752,106814282,0,106814282,49,1,Среднее,Состою в браке,1,1,1,0,Свердловская область,Свердловская область,Свердловская область,1,0,от 20000 до 50000 руб.,20000.0,2,2
10116,66581872,106814283,0,106814283,39,0,Среднее,Состою в браке,1,0,1,0,Алтайский край,Алтайский край,Алтайский край,0,1,от 10000 до 20000 руб.,10000.0,2,2
10117,66582176,106814284,0,106814284,24,1,Высшее,Не состоял в браке,0,0,1,0,Тульская область,Тульская область,Тульская область,0,0,от 10000 до 20000 руб.,10000.0,2,2
10118,66582283,106814285,0,106814285,59,0,Среднее,Состою в браке,0,0,1,0,Воронежская область,Воронежская область,Воронежская область,0,0,от 10000 до 20000 руб.,14000.0,2,2
10119,66582811,106814286,0,106814286,26,0,Высшее,Не состоял в браке,0,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,15000.0,2,2
10120,66582934,106814287,0,106814287,39,1,Среднее,Не состоял в браке,1,1,0,1,Псковская область,Псковская область,Псковская область,1,0,от 5000 до 10000 руб.,6000.0,2,2
10121,66583322,106814288,0,106814288,57,0,Среднее,Состою в браке,1,1,1,0,Новгородская область,Новгородская область,Новгородская область,0,1,от 10000 до 20000 руб.,15000.0,2,2
10122,66583553,106814289,0,106814289,26,0,Среднее специальное,Состою в браке,1,1,1,0,Красноярский край,Красноярский край,Красноярский край,1,0,от 10000 до 20000 руб.,15000.0,2,2
10123,66583592,106814290,0,106814290,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,Тверская область,Тверская область,Тверская область,1,0,от 10000 до 20000 руб.,11000.0,2,2
10124,66583689,106814291,0,106814291,44,1,Высшее,Состою в браке,0,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,12000.0,2,2
10125,66583702,106814292,0,106814292,65,1,Среднее,Состою в браке,0,0,0,1,Приморский край,Приморский край,Приморский край,0,0,от 10000 до 20000 руб.,6800.0,4,4
10126,66584074,106814293,0,106814293,27,0,Среднее,Не состоял в браке,0,0,1,0,Ростовская область,Ростовская область,Ростовская область,0,1,от 10000 до 20000 руб.,7500.0,2,2
10127,66584395,106814294,0,106814294,63,1,Среднее,Не состоял в браке,1,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,от 5000 до 10000 руб.,5000.0,2,2
10128,66584585,106814295,0,106814295,44,1,Высшее,Состою в браке,1,1,1,0,Тульская область,Тульская область,Тульская область,0,0,от 10000 до 20000 руб.,7000.0,4,4
10129,66584822,106814296,0,106814296,41,1,Высшее,Не состоял в браке,1,1,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,от 10000 до 20000 руб.,15000.0,4,4
10130,66584918,106814297,0,106814297,57,0,Среднее,Состою в браке,3,0,1,0,Омская область,Омская область,Омская область,1,1,от 20000 до 50000 руб.,17000.0,3,3
10131,66585284,106814298,0,106814298,31,1,Среднее,Разведен(а),1,1,1,0,Томская область,Томская область,Томская область,1,0,от 5000 до 10000 руб.,9000.0,2,2
10132,66585284,106814298,0,106814298,31,1,Среднее,Разведен(а),1,1,1,0,Томская область,Томская область,Томская область,1,0,от 5000 до 10000 руб.,9000.0,2,2
10133,66585297,106814299,0,106814299,28,1,Среднее,Состою в браке,2,2,1,0,Вологодская область,Вологодская область,Вологодская область,1,0,от 10000 до 20000 руб.,6000.0,3,3
10134,66585327,106814300,0,106814300,25,1,Среднее,Состою в браке,1,1,1,0,Краснодарский край,Краснодарский край,Краснодарский край,1,0,от 10000 до 20000 руб.,5000.0,3,3
10135,66585650,106814301,0,106814301,28,1,Среднее,Состою в браке,0,0,1,0,Смоленская область,Смоленская область,Смоленская область,1,0,от 10000 до 20000 руб.,12000.0,2,2
10136,66585750,106814302,0,106814302,53,0,Среднее,Состою в браке,1,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,1,от 20000 до 50000 руб.,12000.0,2,2
10137,66585885,106814303,0,106814303,50,1,Среднее,Не состоял в браке,4,0,1,0,Пензенская область,Пензенская область,Пензенская область,0,0,от 10000 до 20000 руб.,11500.0,2,2
10138,66586006,106814304,0,106814304,31,1,Среднее,Не состоял в браке,0,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,от 5000 до 10000 руб.,10000.0,1,1
10139,66586123,106814305,0,106814305,27,0,Неоконченное высшее,Состою в браке,0,0,1,0,Адыгея,Адыгея,Адыгея,0,0,от 10000 до 20000 руб.,11000.0,6,6
10140,66586380,106814306,0,106814306,42,1,Среднее,Состою в браке,2,1,1,0,Ярославская область,Ярославская область,Ярославская область,1,0,от 20000 до 50000 руб.,10000.0,2,2
10141,66586961,106814307,0,106814307,32,1,Среднее,Состою в браке,2,2,1,0,Саратовская область,Саратовская область,Саратовская область,0,0,от 10000 до 20000 руб.,6000.0,2,2
10142,66587137,106814308,0,106814308,42,0,Среднее,Состою в браке,2,2,1,0,Читинская область,Читинская область,Читинская область,1,1,от 10000 до 20000 руб.,16000.0,2,2
10143,66587144,106814309,0,106814309,58,1,Среднее,Не состоял в браке,0,0,1,1,Еврейская АО,Еврейская АО,Еврейская АО,0,0,от 20000 до 50000 руб.,14000.0,4,4
10144,66587235,106814310,0,106814310,41,0,Среднее,Состою в браке,2,2,1,0,Ивановская область,Ивановская область,Ивановская область,0,0,от 10000 до 20000 руб.,9000.0,4,4
10145,66587380,106814311,0,106814311,51,0,Среднее,Состою в браке,0,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,1,1,от 10000 до 20000 руб.,6000.0,4,4
10146,66587484,106814312,0,106814312,52,0,Среднее,Состою в браке,2,0,1,0,Белгородская область,Белгородская область,Белгородская область,1,0,от 10000 до 20000 руб.,13000.0,4,4
10147,66587622,106814313,0,106814313,40,1,Среднее,Состою в браке,0,0,1,0,Костромская область,Костромская область,Костромская область,1,0,от 10000 до 20000 руб.,4800.0,3,3
10148,66588101,106814314,0,106814314,38,0,Среднее,Состою в браке,1,1,1,0,Приморский край,Приморский край,Приморский край,0,0,от 10000 до 20000 руб.,10000.0,6,6
10149,66588117,106814315,0,106814315,41,1,Высшее,Не состоял в браке,0,0,1,0,Ставропольский край,Ставропольский край,Ставропольский край,0,0,от 10000 до 20000 руб.,12000.0,4,4
10150,66588495,106814316,0,106814316,52,0,Среднее,Не состоял в браке,0,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,от 5000 до 10000 руб.,6000.0,3,3
10151,66588908,106814317,0,106814317,59,1,Среднее,Вдовец/Вдова,2,0,1,1,Ярославская область,Ярославская область,Ярославская область,0,0,от 10000 до 20000 руб.,10500.0,2,2
10152,66589572,106814318,0,106814318,64,1,Среднее,Состою в браке,10,1,0,1,Читинская область,Читинская область,Читинская область,0,0,от 5000 до 10000 руб.,4200.0,3,3
10153,66589636,106814319,0,106814319,35,1,Среднее,Состою в браке,2,2,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,от 10000 до 20000 руб.,5000.0,2,2
10154,66589706,106814320,0,106814320,45,1,Среднее,Состою в браке,1,0,1,0,Калининградская область,Калининградская область,Калининградская область,0,0,от 20000 до 50000 руб.,10000.0,2,2
10155,66590218,106814321,0,106814321,30,0,Среднее,Состою в браке,2,2,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,от 20000 до 50000 руб.,25000.0,3,3
10156,66590368,106814322,0,106814322,26,1,Среднее,Разведен(а),1,1,1,0,Карелия,Карелия,Карелия,0,0,от 10000 до 20000 руб.,12000.0,2,2
10157,66590373,106814323,0,106814323,51,1,Среднее,Состою в браке,0,0,1,0,Чувашия,Чувашия,Чувашия,0,0,от 10000 до 20000 руб.,12000.0,3,2
10158,66590424,106814324,0,106814324,50,1,Среднее,Состою в браке,2,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,от 20000 до 50000 руб.,6000.0,2,2
10159,66590426,106814325,0,106814325,59,1,Среднее специальное,Вдовец/Вдова,0,0,1,1,Адыгея,Адыгея,Адыгея,0,0,от 10000 до 20000 руб.,7500.0,4,4
10160,66590602,106814326,0,106814326,38,1,Высшее,Состою в браке,1,1,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,от 20000 до 50000 руб.,22000.0,3,3
10161,66590814,106814327,0,106814327,31,1,Среднее специальное,Разведен(а),2,2,1,0,Ярославская область,Ярославская область,Ярославская область,1,0,от 5000 до 10000 руб.,8000.0,2,2
10162,66590910,106814328,0,106814328,43,1,Высшее,Состою в браке,1,1,1,0,Тамбовская область,Тамбовская область,Тамбовская область,1,0,от 20000 до 50000 руб.,20000.0,2,2
10163,66591081,106814329,0,106814329,58,1,Среднее,Не состоял в браке,0,0,1,1,Новосибирская область,Новосибирская область,Новосибирская область,1,0,от 20000 до 50000 руб.,20500.0,4,4
10164,66591086,106814330,0,106814330,35,1,Среднее,Состою в браке,2,2,1,0,Смоленская область,Смоленская область,Смоленская область,0,0,от 10000 до 20000 руб.,10000.0,2,2
10165,66591213,106814331,0,106814331,30,1,Высшее,Состою в браке,2,2,1,0,Чувашия,Чувашия,Чувашия,0,0,от 5000 до 10000 руб.,4500.0,3,3
10166,66591342,106814332,0,106814332,43,1,Среднее,Состою в браке,0,0,1,0,Курская область,Курская область,Курская область,0,0,от 10000 до 20000 руб.,5680.0,2,2
10167,66591984,106814333,0,106814333,47,1,Среднее,Состою в браке,1,0,1,0,Тульская область,Тульская область,Тульская область,1,0,от 10000 до 20000 руб.,7100.0,3,3
10168,66592259,106814334,0,106814334,63,1,Неполное среднее,Не состоял в браке,2,0,1,1,Удмуртия,Удмуртия,Удмуртия,0,0,от 10000 до 20000 руб.,10000.0,3,3
10169,66592357,106814335,0,106814335,59,1,Среднее,Не состоял в браке,2,0,0,1,Вологодская область,Вологодская область,Вологодская область,0,0,от 5000 до 10000 руб.,9500.0,4,4
10170,66592504,106814336,0,106814336,41,0,Среднее,Состою в браке,1,1,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,от 20000 до 50000 руб.,15000.0,2,2
10171,66592578,106814337,0,106814337,41,1,Среднее,Состою в браке,2,2,1,0,Орловская область,Орловская область,Орловская область,0,0,от 5000 до 10000 руб.,10000.0,3,3
10172,66592700,106814338,0,106814338,52,1,Среднее,Состою в браке,2,0,1,0,Мордовская республика,Мордовская республика,Мордовская республика,1,0,от 20000 до 50000 руб.,12000.0,2,2
10173,66593143,106814339,0,106814339,52,1,Среднее,Состою в браке,2,0,1,0,Свердловская область,Свердловская область,Свердловская область,0,0,от 20000 до 50000 руб.,6000.0,2,2
10174,66593248,106814340,0,106814340,60,1,Среднее,Состою в браке,0,0,1,0,Тульская область,Тульская область,Тульская область,0,0,от 10000 до 20000 руб.,12000.0,2,2
10175,66593460,106814341,0,106814341,25,1,Среднее,Не состоял в браке,0,0,1,0,Агинский Бурятский АО,Агинский Бурятский АО,Агинский Бурятский АО,0,0,от 5000 до 10000 руб.,5000.0,2,2
10176,66593526,106814342,0,106814342,55,1,Среднее,Состою в браке,0,0,1,0,Томская область,Томская область,Томская область,0,0,от 10000 до 20000 руб.,7000.0,2,2
10177,66593679,106814343,0,106814343,31,1,Среднее,Разведен(а),1,1,1,0,Мордовская республика,Мордовская республика,Мордовская республика,1,0,от 5000 до 10000 руб.,8500.0,2,2
10178,66593813,106814344,0,106814344,52,1,Среднее,Состою в браке,1,0,1,0,Брянская область,Брянская область,Брянская область,1,0,от 10000 до 20000 руб.,8000.0,3,3
10179,66593949,106814345,0,106814345,24,1,Высшее,Не состоял в браке,0,0,1,0,Калининградская область,Калининградская область,Калининградская область,1,1,от 10000 до 20000 руб.,17000.0,2,2
10180,66594335,106814346,0,106814346,37,1,Среднее специальное,Состою в браке,1,1,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,0,от 10000 до 20000 руб.,10000.0,2,2
10181,66594511,106814347,0,106814347,62,1,Среднее,Не состоял в браке,2,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,от 10000 до 20000 руб.,18000.0,3,3
10182,66594661,106814348,1,106814348,46,0,Среднее,Состою в браке,3,1,1,0,Адыгея,Адыгея,Адыгея,0,0,от 10000 до 20000 руб.,9500.0,3,3
10183,66594662,106814349,0,106814349,49,1,Среднее,Не состоял в браке,1,0,1,0,Саратовская область,Саратовская область,Саратовская область,1,0,от 10000 до 20000 руб.,10000.0,2,2
10184,66595337,106814350,0,106814350,28,0,Высшее,Не состоял в браке,0,0,1,0,Приморский край,Приморский край,Приморский край,0,0,от 20000 до 50000 руб.,20000.0,5,5
10185,66595888,106814351,0,106814351,40,1,Среднее специальное,Вдовец/Вдова,2,2,1,0,Приморский край,Приморский край,Приморский край,0,0,от 10000 до 20000 руб.,9000.0,4,4
10186,66596639,106814352,0,106814352,34,1,Среднее,Разведен(а),1,1,1,0,Вологодская область,Вологодская область,Вологодская область,0,0,от 10000 до 20000 руб.,15000.0,3,3
10187,66596667,106814353,0,106814353,42,1,Высшее,Состою в браке,2,2,1,0,Калининградская область,Калининградская область,Калининградская область,0,0,от 20000 до 50000 руб.,12000.0,2,2
10188,66596762,106814354,0,106814354,26,1,Среднее,Состою в браке,1,1,1,0,Псковская область,Псковская область,Псковская область,0,0,от 10000 до 20000 руб.,6000.0,2,2
10189,66596822,106814355,0,106814355,57,1,Среднее,Состою в браке,2,0,0,1,Приморский край,Приморский край,Приморский край,1,0,от 20000 до 50000 руб.,3800.0,3,3
10190,66596845,106814356,0,106814356,29,0,Среднее,Состою в браке,1,1,1,0,Свердловская область,Свердловская область,Свердловская область,0,0,от 20000 до 50000 руб.,11000.0,3,3
10191,66597083,106814357,0,106814357,27,1,Среднее,Не состоял в браке,0,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,8000.0,2,2
10192,66597382,106814358,0,106814358,55,1,Среднее,Состою в браке,0,0,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,0,от 5000 до 10000 руб.,4000.0,2,2
10193,66597558,106814359,0,106814359,49,1,Среднее,Состою в браке,3,3,1,0,Марийская республика,Марийская республика,Марийская республика,1,0,от 10000 до 20000 руб.,7000.0,2,2
10194,66597646,106814360,0,106814360,48,1,Среднее,Состою в браке,1,1,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,5500.0,2,2
10195,66597723,106814361,0,106814361,30,0,Среднее,Состою в браке,0,0,1,0,Орловская область,Орловская область,Орловская область,1,0,от 5000 до 10000 руб.,7000.0,3,3
10196,66597987,106814362,0,106814362,28,1,Среднее,Не состоял в браке,0,0,1,0,Камчатская область,Камчатская область,Камчатская область,0,1,от 10000 до 20000 руб.,25000.0,2,2
10197,66598280,106814363,0,106814363,39,1,Среднее,Состою в браке,2,2,1,0,Ростовская область,Ростовская область,Ростовская область,0,0,от 20000 до 50000 руб.,13000.0,3,2
10198,66598344,106814364,0,106814364,28,1,Среднее,Не состоял в браке,1,1,1,0,Орловская область,Орловская область,Орловская область,0,0,от 10000 до 20000 руб.,10000.0,2,2
10199,66598456,106814365,0,106814365,52,0,Среднее,Не состоял в браке,0,0,1,0,Воронежская область,Воронежская область,Воронежская область,0,0,от 5000 до 10000 руб.,8000.0,4,4
10200,66598858,106814366,0,106814366,45,1,Среднее,Разведен(а),1,0,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,1,от 10000 до 20000 руб.,11000.0,3,3
10201,66598863,106814367,0,106814367,40,1,Среднее,Состою в браке,1,2,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,9000.0,3,3
10202,66598974,106814368,0,106814368,44,0,Среднее,Разведен(а),1,1,1,0,Нижегородская область,Нижегородская область,Нижегородская область,0,0,от 10000 до 20000 руб.,10000.0,2,2
10203,66599218,106814369,0,106814369,38,1,Высшее,Гражданский брак,1,1,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,от 20000 до 50000 руб.,10000.0,2,2
10204,66652565,106814370,0,106814370,35,1,Неполное среднее,Состою в браке,2,2,1,0,Амурская область,Амурская область,Амурская область,0,0,от 20000 до 50000 руб.,12000.0,2,2
10205,66652617,106814371,1,106814371,33,0,Среднее,Состою в браке,1,1,1,0,Брянская область,Брянская область,Брянская область,0,0,от 10000 до 20000 руб.,13000.0,4,4
10206,66652785,106814372,0,106814372,36,1,Среднее специальное,Состою в браке,1,1,1,0,Тульская область,Тульская область,Тульская область,1,0,от 10000 до 20000 руб.,9000.0,3,3
10207,66652869,106814373,0,106814373,37,0,Среднее,Состою в браке,2,2,1,0,Вологодская область,Вологодская область,Вологодская область,0,0,от 20000 до 50000 руб.,15000.0,2,2
10208,66653747,106814374,0,106814374,39,0,Среднее,Состою в браке,1,1,1,0,Карелия,Карелия,Карелия,1,0,от 20000 до 50000 руб.,15000.0,3,3
10209,66654350,106814375,0,106814375,65,1,Неполное среднее,Вдовец/Вдова,2,0,0,1,Владимирская область,Владимирская область,Владимирская область,1,0,от 20000 до 50000 руб.,11000.0,3,3
10210,66654465,106814376,0,106814376,40,1,Среднее,Разведен(а),0,0,1,0,Якутия,Якутия,Якутия,0,1,от 20000 до 50000 руб.,16000.0,2,2
10211,66654753,106814377,0,106814377,39,1,Среднее,Состою в браке,2,2,1,0,Тюменская область,Тюменская область,Тюменская область,0,0,от 20000 до 50000 руб.,15000.0,2,2
10212,66654851,106814378,0,106814378,27,0,Высшее,Не состоял в браке,0,0,1,0,Читинская область,Читинская область,Читинская область,0,0,от 20000 до 50000 руб.,20000.0,4,4
10213,66655590,106814379,0,106814379,37,1,Высшее,Состою в браке,2,2,1,0,Брянская область,Брянская область,Брянская область,1,0,от 10000 до 20000 руб.,4500.0,2,2
10214,66655756,106814380,0,106814380,28,1,Среднее,Разведен(а),1,1,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,от 10000 до 20000 руб.,11000.0,2,2
10215,66655900,106814381,0,106814381,55,1,Среднее специальное,Не состоял в браке,3,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,от 10000 до 20000 руб.,10000.0,4,4
10216,66656008,106814382,0,106814382,56,1,Среднее,Состою в браке,0,0,1,0,Воронежская область,Воронежская область,Воронежская область,1,0,от 20000 до 50000 руб.,18000.0,2,2
10217,66656835,106814383,0,106814383,53,1,Среднее,Состою в браке,2,0,1,0,Тамбовская область,Тамбовская область,Тамбовская область,1,0,от 10000 до 20000 руб.,8000.0,2,2
10218,66656867,106814384,0,106814384,53,1,Среднее специальное,Состою в браке,2,0,1,0,Свердловская область,Свердловская область,Свердловская область,0,0,от 10000 до 20000 руб.,10000.0,2,2
10219,66657089,106814385,0,106814385,59,1,Среднее,Состою в браке,0,0,1,0,Еврейская АО,Еврейская АО,Еврейская АО,1,0,от 20000 до 50000 руб.,11000.0,3,3
10220,66657205,106814386,0,106814386,32,0,Среднее,Состою в браке,1,1,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,1,от 10000 до 20000 руб.,9500.0,3,3
10221,66657578,106814387,0,106814387,51,0,Среднее,Состою в браке,1,0,1,0,Пермская область,Пермская область,Пермская область,1,0,от 20000 до 50000 руб.,10000.0,2,2
10222,66657973,106814388,1,106814388,48,1,Среднее,Не состоял в браке,1,1,1,0,Еврейская АО,Еврейская АО,Еврейская АО,0,0,от 10000 до 20000 руб.,9000.0,2,2
10223,66657980,106814389,0,106814389,58,1,Среднее,Вдовец/Вдова,0,0,1,1,Тульская область,Тульская область,Тульская область,1,0,от 20000 до 50000 руб.,6000.0,4,4
10224,66658006,106814390,1,106814390,37,0,Среднее специальное,Состою в браке,2,2,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,от 10000 до 20000 руб.,10000.0,2,2
10225,66658103,106814391,0,106814391,54,1,Высшее,Не состоял в браке,0,0,1,0,Приморский край,Приморский край,Приморский край,1,1,от 20000 до 50000 руб.,25000.0,3,3
